club,name,position,age,overall,nationality,image,
Cotonsport,Bill Tchato,ZAG,33,69,Cameroon,wiki/missing_player.jpg
Cotonsport,Pierre Womé,ZAG,29,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Rigobert Song,ZAG,36,73,Cameroon,wiki/missing_player.jpg
Cotonsport,Raymond Kalla,ZAG,21,61,Cameroon,wiki/missing_player.jpg
Cotonsport,Pierre Njanka,LE,20,62,Cameroon,wiki/missing_player.jpg
Cotonsport,Geremi Njitapo,LE,26,67,Cameroon,wiki/missing_player.jpg
Cotonsport,Lucien Mettomo,LD,18,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Joseph Ndo,LD,32,71,Cameroon,wiki/missing_player.jpg
Cotonsport,Lauren,VOL,22,65,Cameroon,wiki/missing_player.jpg
Cotonsport,Joël Epalle,VOL,26,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Nicolas Alnoudji,MC,30,67,Cameroon,wiki/missing_player.jpg
Cotonsport,Marc-Vivien Foé,MC,18,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Eric Djemba-Djemba,MEI,25,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Salomon Olembé,MEI,29,68,Cameroon,wiki/missing_player.jpg
Cotonsport,Daniel Ngom Kome,PE,24,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Patrick Mboma,PD,31,70,Cameroon,wiki/missing_player.jpg
Cotonsport,Pius N'Diefi,ATA,19,62,Cameroon,wiki/missing_player.jpg
Cotonsport,Patrick Suffo,ATA,17,59,Cameroon,wiki/missing_player.jpg
Cotonsport,Joseph-Désiré Job,ATA,26,63,Cameroon,wiki/missing_player.jpg
Galatics,Marcos,GOL,32,88,Brazil,header/s_30421_123_2013_10_10_1.jpg?lm=1
Galatics,Dida,GOL,32,88,Brazil,header/5800-1447749019.jpg?lm=1
Galatics,Rogério Ceni,GOL,35,88,Brazil,header/13811-1591950054.jpg?lm=1
Galatics,Julio César,GOL,28,90,Brazil,header/22412-1474546042.jpg?lm=1
Galatics,Cafu,LD,29,90,Brazil,header/5937-1590418733.jpg?lm=1
Galatics,Belletti,LD,24,84,Brazil,header/7829-1589802688.jpg?lm=1
Galatics,Cicinho,LD,28,82,Brazil,header/26101-1444743108.jpg?lm=1
Galatics,Ronaldinho Gaúcho,MEI,27,92,Brazil,header/3373-1515762355.jpg?lm=1
Galatics,Dunga,VOL,32,89,Brazil,header/96342-1457435269.jpg?lm=1
Galatics,Branco,ZAG,29,85,Brazil,header/s_102590_123_2012_2.jpg?lm=1
Galatics,Adriano Correia,LE,31,83,Brazil,header/34495-1538046358.JPG?lm=1
Galatics,Roberto Carlos,LE,26,91,Brazil,header/7518-1595321817.jpg?lm=1
Galatics,Romário,ATA,23,93,Brazil,header/7942-1464018929.jpg?lm=1
Galatics,Kaká,MEI,23,90,Brazil,header/3366-1683638749.jpg?lm=1
Galatics,Lúcio,ZAG,34,88,Brazil,header/77-1458201664.jpg?lm=1
Galatics,Gilberto Silva,VOL,30,85,Brazil,header/3194-1683295254.jpg?lm=1
Galatics,Luis Fabiano,ATA,29,86,Brazil,header/19082-1588240076.jpg?lm=1
Galatics,Alex,ATA,27,89,Brazil,header/18537-1598536967.jpg?lm=1
Galatics,Adriano,ATA,26,90,Brazil,header/5876-1683639650.jpg?lm=1
Galatics,Vampeta,VOL,34,84,Brazil,header/s_26542_123_2012_1.jpg?lm=1
Galatics,Edmundo,ATA,31,87,Brazil,header/53219-1491319081.jpg?lm=1
Galatics,Mancini,PE,28,84,Brazil,header/15291-1565176905.jpg?lm=1
Galatics,Maicon,LD,30,87,Brazil,header/18301-1505484617.jpg?lm=1
Legends,Zanetti,LD,33,88,Argentina,header/1161-1463994546.jpg?lm=1
Legends,Hernán Crespo,ATA,27,87,Argentina,header/3410-1590391599.jpg?lm=1
Legends,Puyol,ZAG,30,92,Spain,header/7594-1684225860.jpeg?lm=1
Legends,Iker Casillas,GOL,33,91,Spain,header/3979-1684226777.jpeg?lm=1
Legends,Dejan Stankovic,MC,34,86,Serbia,header/3428-1461242093.jpg?,
Legends,Andrea Pirlo,MC,31,89,Italy,header/5817-1454934952.jpg?lm=1
Legends,Clarence Seedorf,MC,32,88,Netherlands,header/s_4168_537_2013_05_22_1.jpg?lm=1
Legends,Riquelme,MEI,24,88,Argentina,header/3854-1413448296.jpg?lm=1
Legends,Paolo Maldini,ZAG,26,90,Italy,header/5803-1570438594.jpg?lm=1
Legends,Samuel Eto'o,ATA,30,89,Cameroon,header/4257-1683640611.jpg?lm=1
Legends,Lampard,VOL,32,90,England,header/3163-1674475335.jpg?lm=1
Legends,Didier Drogba,ATA,29,89,Ivory Coast,header/3924-1683633427.jpg?lm=1
Legends,Philipp Lahm,LD,29,87,Germany,header/2219-1471439838.JPG?lm=1
Legends,Deco,MEI,30,86,Portugal,header/8564-1595427079.jpg?lm=1
Legends,Thierry Henry,ATA,31,90,France,header/3207-1683199668.jpg?lm=1
Legends,Gattuso,VOL,28,89,Italy,header/5813-1455612470.jpg?lm=1
Legends,Michael Ballack,MC,26,86,Germany,header/63-1461310873.jpg?lm=1
Legends,Lilian Thuram,ZAG,34,87,France,header/3521-1671091844.jpg?lm=1
Legends,Alessandro Nesta,ZAG,25,87,Italy,header/4171-1455621203.jpg?lm=1
Legends,Claude Makelele,VOL,32,85,France,header/4182-1542019034.jpg?lm=1
Legends,Francesco Toldo,GOL,28,85,Italy,header/5769-1472641469.jpg?lm=1
Legends,David Beckham,MD,27,87,England,header/3139-1459504284.jpg?lm=1
Legends,Del Piero,ATA,29,89,Italy,header/4289-1683631011.jpg?lm=1
Legends,Pavel Nedved,MEI,25,87,Czech Republic,header/3603-1570438744.jpg?lm=1
Legends,Luís Figo,MEI,30,88,Portugal,header/3446-1570440028.jpg?lm=1
Veterans,Mané Garrincha,PD,40,92,Brazil,header/151263-1600769387.jpg?lm=1
Veterans,Zico,MEI,40,91,Brazil,header/117619-1547817527.jpg?lm=1
Veterans,Maradona,MEI,40,93,Argentina,header/8024-1606322777.png?lm=1
Veterans,Platini,MEI,40,90,France,header/88994-1592212447.jpg?lm=1
Veterans,Johan Cruyff,MEI,40,93,Netherlands,header/8021-1458823519.jpg?lm=1
Veterans,Franz Beckenbauer,ZAG,40,93,Germany,header/72347-1578998783.jpg?lm=1
Veterans,Ferenc Puskás,ATA,40,92,Hungary,header/s_103092_4023_2014_03_17_1.jpg?lm=1
Veterans,Pelé,ATA,40,95,Brazil,header/17121-1672341199.jpg?lm=1
Veterans,Claudio Taffarel,GOL,40,91,Brazil,header/5855-1464019262.jpg?lm=1
Veterans,Lev Yashin,GOL,40,91,Russia,header/s_174987_4023_2012_1.jpg?lm=1
Veterans,Djalma Santos,LD,40,90,Brazil,header/137269-1586521530.jpg?lm=1
Veterans,Rivelino,MEI,40,89,Brazil,header/10201-1554713649.jpg?lm=1
Veterans,Gary Lineker,ATA,40,87,England,header/22256-1662992904.jpg?lm=1
Veterans,Ian Rush,ATA,40,88,Wales,header/145743-1524842870.jpg?lm=1
Veterans,Sandro Mazzola,ATA,40,88,Italy,header/145344-1522940109.jpg?lm=1
Veterans,Eusébio,ATA,40,92,Portugal,header/89230-1464768840.jpg?lm=1
Veterans,Bobby Moore,ZAG,40,90,England,header/196086-1598442308.jpg?lm=1
Veterans,Gamarra,ZAG,40,88,Paraguay,header/5779-1687211139.jpg?lm=1
Veterans,Ronald Koeman,ZAG,40,88,Netherlands,header/7940-1461231132.jpg?lm=1
Veterans,Franco Baresi,ZAG,40,92,Italy,header/42049-1672759049.jpg?lm=1
Veterans,Luis Pereira,ZAG,40,88,Brazil,wiki/missing_player.jpg
Veterans,Ademir da Guia,MEI,40,89,Brazil,wiki/missing_player.jpg
Veterans,Lothar Matthaüs,MEI,40,89,Germany,header/1527-1448894024.jpg?lm=1
Veterans,Alfredo Di Stéfano,ZAG,40,91,Spain,header/135778-1465807355.jpg?lm=1
Real Madrid 1961,Alfredo Di Stéfano,ATA,34,94,Argentina,wiki/missing_player.jpg
Real Madrid 1961,Ferenc Puskás,ATA,34,93,Hungary,wiki/missing_player.jpg
Real Madrid 1961,Francisco Gento,ATA,28,91,Spain,wiki/missing_player.jpg
Real Madrid 1961,Ramón Marsal,MEI,28,88,Spain,wiki/missing_player.jpg
Real Madrid 1961,José Santamaría,ZAG,30,89,Uruguay,wiki/missing_player.jpg
Real Madrid 1961,Enrique Mateos,ATA,27,87,Spain,wiki/missing_player.jpg
Real Madrid 1961,Joaquín Peiró,ATA,27,85,Spain,wiki/missing_player.jpg
Real Madrid 1961,Ignacio Zoco,MEI,22,83,Spain,wiki/missing_player.jpg
Real Madrid 1961,Manuel Torres,ATA,25,82,Spain,wiki/missing_player.jpg
Real Madrid 1961,Pachín,MEI,31,86,Spain,wiki/missing_player.jpg
Real Madrid 1961,Marquitos,ZAG,32,87,Spain,wiki/missing_player.jpg
Real Madrid 1961,Félix Ruiz,GOL,27,80,Spain,wiki/missing_player.jpg
Real Madrid 1961,Pedro de Felipe,MEI,27,84,Spain,wiki/missing_player.jpg
Real Madrid 1961,Isidro,ATA,25,81,Spain,wiki/missing_player.jpg
Real Madrid 1961,Mariano,ZAG,30,82,Spain,wiki/missing_player.jpg
Real Madrid 1961,Lesmes,ZAG,36,78,Spain,wiki/missing_player.jpg
Real Madrid 1961,Casado,GOL,32,75,Spain,wiki/missing_player.jpg
Real Madrid 1961,Zárraga,VOL,32,80,Spain,wiki/missing_player.jpg
Real Madrid 1961,José María Vidal,VOL,32,78,Spain,wiki/missing_player.jpg
Benfica 1963,Eusébio,ATA,21,94,Portugal,wiki/missing_player.jpg
Benfica 1963,José Águas,ATA,34,88,Portugal,wiki/missing_player.jpg
Benfica 1963,José Augusto,ATA,27,89,Portugal,wiki/missing_player.jpg
Benfica 1963,Cavém,ATA,23,85,Portugal,wiki/missing_player.jpg
Benfica 1963,Coluna,MEI,28,90,Portugal,wiki/missing_player.jpg
Benfica 1963,Mário João,MEI,25,87,Portugal,wiki/missing_player.jpg
Benfica 1963,Costa Pereira,GOL,31,88,Portugal,wiki/missing_player.jpg
Benfica 1963,Germano,ZAG,25,86,Portugal,wiki/missing_player.jpg
Benfica 1963,Cruz,ZAG,21,85,Portugal,wiki/missing_player.jpg
Benfica 1963,Angelo Martins,ZAG,25,83,Portugal,wiki/missing_player.jpg
Benfica 1963,Jacinto Santos,ZAG,27,85,Portugal,wiki/missing_player.jpg
Benfica 1963,Henrique,CEN,24,84,Portugal,wiki/missing_player.jpg
Benfica 1963,Américo,MEI,28,83,Portugal,wiki/missing_player.jpg
Benfica 1963,Fernando Cruz,MEI,25,80,Portugal,wiki/missing_player.jpg
Benfica 1963,Neto,MEI,23,82,Portugal,wiki/missing_player.jpg
Benfica 1963,Cavém,ATA,24,81,Portugal,wiki/missing_player.jpg
Benfica 1963,Augusto Silva,ATA,24,81,Portugal,wiki/missing_player.jpg
Benfica 1963,Joaquim Santana,ATA,25,82,Portugal,wiki/missing_player.jpg
Benfica 1963,Carlos Alberto,ATA,20,80,Portugal,wiki/missing_player.jpg
Manchester United 1968,Bobby Charlton,MEI,30,92,England,wiki/missing_player.jpg
Manchester United 1968,George Best,ATA,22,93,Northern Ireland,wiki/missing_player.jpg
Manchester United 1968,Denis Law,ATA,28,91,Scotland,wiki/missing_player.jpg
Manchester United 1968,Paddy Crerand,MEI,29,84,Scotland,wiki/missing_player.jpg
Manchester United 1968,Alex Stepney,GOL,26,81,England,wiki/missing_player.jpg
Manchester United 1968,Tony Dunne,ZAG,26,85,Ireland,wiki/missing_player.jpg
Manchester United 1968,Bill Foulkes,ZAG,36,82,England,wiki/missing_player.jpg
Manchester United 1968,Nobby Stiles,MEI,26,85,England,wiki/missing_player.jpg
Manchester United 1968,Tony Book,ZAG,33,84,England,wiki/missing_player.jpg
Manchester United 1968,Brian Kidd,ATA,19,81,England,wiki/missing_player.jpg
Manchester United 1968,David Sadler,ZAG,22,82,England,wiki/missing_player.jpg
Manchester United 1968,Francis Burns,ZAG,28,80,Scotland,wiki/missing_player.jpg
Manchester United 1968,John Aston Jr.,ZAG,20,80,England,wiki/missing_player.jpg
Manchester United 1968,Pat Crerand,MEI,29,84,Scotland,wiki/missing_player.jpg
Manchester United 1968,Brian Kidd,ATA,19,81,England,wiki/missing_player.jpg
Manchester United 1968,Shay Brennan,ZAG,30,78,Ireland,wiki/missing_player.jpg
Manchester United 1968,Tony Dunne,ZAG,26,85,Ireland,wiki/missing_player.jpg
Inter 1965,Speroni,GOL,27,75,Italy,wiki/missing_player.jpg
Inter 1965,Burgnich,LD,27,78,Italy,wiki/missing_player.jpg
Inter 1965,Guarnieri,ZAG,27,75,Italy,wiki/missing_player.jpg
Inter 1965,Artero,ZAG,26,75,Argentina,wiki/missing_player.jpg
Inter 1965,Catenacci,LE,24,75,Italy,wiki/missing_player.jpg
Inter 1965,Sanfilippo,VOL,29,80,Italy,wiki/missing_player.jpg
Inter 1965,Suarez,VOL,28,77,Argentina,wiki/missing_player.jpg
Inter 1965,Mora,ZAG,23,76,Argentina,wiki/missing_player.jpg
Inter 1965,Facchetti,LE,21,82,Italy,wiki/missing_player.jpg
Inter 1965,Corso,ATA,28,80,Italy,wiki/missing_player.jpg
Inter 1965,Mazzola,ATA,28,87,Italy,wiki/missing_player.jpg
Inter 1965,Jair,ATA,31,81,Brazil,wiki/missing_player.jpg
Inter 1965,Picchi,ZAG,26,82,Italy,wiki/missing_player.jpg
Inter 1965,Mazzola,ATA,30,85,Italy,wiki/missing_player.jpg
Inter 1965,Galli,ATA,27,77,Italy,wiki/missing_player.jpg
Inter 1965,Sante,ATA,21,76,Italy,wiki/missing_player.jpg
Inter 1965,Angelillo,ATA,33,76,Argentina,wiki/missing_player.jpg
Inter 1965,Sarti,GOL,24,75,Italy,wiki/missing_player.jpg
Inter 1965,Capellini,LE,21,75,Italy,wiki/missing_player.jpg
Inter 1965,Burgnich,LD,20,75,Italy,wiki/missing_player.jpg
Inter 1965,Mazza,ATA,22,76,Italy,wiki/missing_player.jpg
Ajax 1971,Heinz Stuy,GOL,29,78,Netherlands,wiki/missing_player.jpg
Ajax 1971,Horst Blankenburg,ZAG,24,75,Germany,wiki/missing_player.jpg
Ajax 1971,Barry Hulshoff,ZAG,29,80,Netherlands,wiki/missing_player.jpg
Ajax 1971,Wim Suurbier,LD,26,78,Netherlands,wiki/missing_player.jpg
Ajax 1971,Velibor Vasović,ZAG,30,76,Yugoslavia,wiki/missing_player.jpg
Ajax 1971,Arie Haan,VOL,23,81,Netherlands,wiki/missing_player.jpg
Ajax 1971,Johan Neeskens,VOL,19,87,Netherlands,wiki/missing_player.jpg
Ajax 1971,Sjaak Swart,ATA,32,82,Netherlands,wiki/missing_player.jpg
Ajax 1971,Piet Keizer,LE,28,85,Netherlands,wiki/missing_player.jpg
Ajax 1971,Johan Cruyff,ATA,24,92,Netherlands,wiki/missing_player.jpg
Ajax 1971,Dick van Dijk,ATA,24,75,Netherlands,wiki/missing_player.jpg
Ajax 1971,Heinz Stuy,GOL,29,78,Netherlands,wiki/missing_player.jpg
Ajax 1971,Wim Suurbier,LD,26,78,Netherlands,wiki/missing_player.jpg
Ajax 1971,Velibor Vasović,ZAG,30,76,Yugoslavia,wiki/missing_player.jpg
Ajax 1971,Barry Hulshoff,ZAG,29,80,Netherlands,wiki/missing_player.jpg
Ajax 1971,Johan Neeskens,VOL,19,87,Netherlands,wiki/missing_player.jpg
Ajax 1971,Arie Haan,VOL,23,81,Netherlands,wiki/missing_player.jpg
Bayern Munich 1974,Sepp Maier,GOL,30,84,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Hans-Georg Schwarzenbeck,ZAG,26,84,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Johnny Hansen,ZAG,28,78,Denmark,wiki/missing_player.jpg
Bayern Munich 1974,Bernd Dürnberger,ZAG,27,75,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Berti Vogts,ZAG,28,80,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Rainer Zobel,LE,26,76,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Franz Beckenbauer,VOL,28,89,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Karl-Heinz Rummenigge,ATA,18,82,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Johann Dürnberger,VOL,23,75,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Gerd Müller,ATA,28,91,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Uli Hoeneß,VOL,22,77,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Jupp Kapellmann,LE,22,76,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Hans-Jürgen Bradl,GOL,29,73,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Peter Kupferschmidt,ZAG,28,75,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Wolfgang Schwarze,ATA,22,72,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Hans Kraus,ZAG,29,75,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Dieter Brenninger,ATA,28,72,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Werner Olk,ATA,27,72,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Franz Krauthausen,ZAG,23,73,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Harald Krämer,ZAG,22,74,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Hermann Nuber,ATA,21,71,Germany,wiki/missing_player.jpg
Bayern Munich 1974,Gerd Müller,ATA,28,93,Germany,wiki/missing_player.jpg
Liverpool 1978,Ray Clemence,GOL,30,85,England,wiki/missing_player.jpg
Liverpool 1978,Phil Neal,LD,27,82,England,wiki/missing_player.jpg
Liverpool 1978,Alan Hansen,ZAG,23,85,Scotland,wiki/missing_player.jpg
Liverpool 1978,Emlyn Hughes,ZAG,30,84,England,wiki/missing_player.jpg
Liverpool 1978,Avi Cohen,ZAG,31,78,Israel,wiki/missing_player.jpg
Liverpool 1978,Jimmy Case,VOL,24,80,England,wiki/missing_player.jpg
Liverpool 1978,Terry McDermott,MEI,26,82,England,wiki/missing_player.jpg
Liverpool 1978,Graeme Souness,MEI,25,84,Scotland,wiki/missing_player.jpg
Liverpool 1978,Kevin Keegan,ATA,27,89,England,wiki/missing_player.jpg
Liverpool 1978,Kenny Dalglish,ATA,27,87,Scotland,wiki/missing_player.jpg
Liverpool 1978,David Fairclough,ATA,21,76,England,wiki/missing_player.jpg
Liverpool 1978,Steve Heighway,ATA,29,79,Ireland,wiki/missing_player.jpg
Liverpool 1978,Phil Thompson,ZAG,24,78,England,wiki/missing_player.jpg
Liverpool 1978,Ray Kennedy,VOL,27,84,England,wiki/missing_player.jpg
Liverpool 1978,Ian Callaghan,VOL,36,80,England,wiki/missing_player.jpg
Liverpool 1978,Alan Kennedy,LE,22,76,England,wiki/missing_player.jpg
Liverpool 1978,Jimmy Greenhoff,ATA,34,76,England,wiki/missing_player.jpg
Liverpool 1978,David Johnson,ATA,28,78,England,wiki/missing_player.jpg
Liverpool 1978,Steve Ogrizovic,GOL,20,72,England,wiki/missing_player.jpg
Liverpool 1978,Colin Irwin,ATA,21,73,England,wiki/missing_player.jpg
Liverpool 1978,Phil Boersma,ATA,26,74,England,wiki/missing_player.jpg
Liverpool 1978,Jimmy Case,VOL,25,77,England,wiki/missing_player.jpg
Nottingham Forest 1979,Peter Shilton,GOL,29,88,England,wiki/missing_player.jpg
Nottingham Forest 1979,Viv Anderson,LD,23,82,England,wiki/missing_player.jpg
Nottingham Forest 1979,Kenny Burns,ZAG,24,85,Scotland,wiki/missing_player.jpg
Nottingham Forest 1979,Bryn Gunn,ZAG,25,78,Wales,wiki/missing_player.jpg
Nottingham Forest 1979,Colin Barrett,ZAG,22,77,England,wiki/missing_player.jpg
Nottingham Forest 1979,Martin O'Neill,MEI,26,80,Northern Ireland,wiki/missing_player.jpg
Nottingham Forest 1979,John McGovern,MEI,30,80,Scotland,wiki/missing_player.jpg
Nottingham Forest 1979,Archie Gemmill,MEI,32,80,Scotland,wiki/missing_player.jpg
Nottingham Forest 1979,Tony Woodcock,ATA,24,84,England,wiki/missing_player.jpg
Nottingham Forest 1979,John Robertson,ATA,26,85,Scotland,wiki/missing_player.jpg
Nottingham Forest 1979,Garry Birtles,ATA,22,79,England,wiki/missing_player.jpg
Nottingham Forest 1979,Steve Sutton,GOL,20,75,England,wiki/missing_player.jpg
Nottingham Forest 1979,Colin Walsh,ZAG,19,73,England,wiki/missing_player.jpg
Nottingham Forest 1979,Garry Parker,ATA,18,75,England,wiki/missing_player.jpg
Nottingham Forest 1979,Lawrie Madden,ZAG,26,75,Scotland,wiki/missing_player.jpg
Nottingham Forest 1979,Trevor Francis,ATA,25,86,England,wiki/missing_player.jpg
Nottingham Forest 1979,Gary Mills,MEI,19,75,England,wiki/missing_player.jpg
Nottingham Forest 1979,David Needham,ZAG,26,77,England,wiki/missing_player.jpg
Nottingham Forest 1979,Mark Proctor,ATA,19,75,England,wiki/missing_player.jpg
Nottingham Forest 1979,Justin Fashanu,ATA,18,76,England,wiki/missing_player.jpg
Nottingham Forest 1979,Colin Walsh,ZAG,19,73,England,wiki/missing_player.jpg
Nottingham Forest 1979,Steve Sutton,GOL,20,75,England,wiki/missing_player.jpg
Hamburgo 1983,Martin Hain,GOL,24,75,Germany,wiki/missing_player.jpg
Hamburgo 1983,Jörg Albertz,LD,18,73,Germany,wiki/missing_player.jpg
Hamburgo 1983,Manfred Kaltz,LD,20,82,Germany,wiki/missing_player.jpg
Hamburgo 1983,Franz-Josef Steininger,ZAG,25,74,Germany,wiki/missing_player.jpg
Hamburgo 1983,Wolfgang Rolff,ZAG,23,75,Germany,wiki/missing_player.jpg
Hamburgo 1983,Dietmar Jakobs,LE,23,76,Germany,wiki/missing_player.jpg
Hamburgo 1983,Kevin Keegan,ATA,32,84,England,wiki/missing_player.jpg
Hamburgo 1983,Holger Hieronymus,ZAG,27,79,Germany,wiki/missing_player.jpg
Hamburgo 1983,Felix Magath,VOL,30,83,Germany,wiki/missing_player.jpg
Hamburgo 1983,Jimmy Hartwig,VOL,29,77,Germany,wiki/missing_player.jpg
Hamburgo 1983,Caspar Memering,VOL,29,78,Germany,wiki/missing_player.jpg
Hamburgo 1983,Wilhelm Huberts,VOL,24,76,Germany,wiki/missing_player.jpg
Hamburgo 1983,Wolfgang Frank,VOL,24,77,Germany,wiki/missing_player.jpg
Hamburgo 1983,Franz Gerber,MEI,21,74,Germany,wiki/missing_player.jpg
Hamburgo 1983,Peter Hidien,ATA,22,75,Germany,wiki/missing_player.jpg
Hamburgo 1983,Thomas von Heesen,ATA,22,75,Germany,wiki/missing_player.jpg
Hamburgo 1983,Jürgen Milewski,ATA,19,74,Germany,wiki/missing_player.jpg
